DIVISION_ID,PROVINCE_ID,DIVISION_NAME,DIVISION_NAME_URDU,DIVISION_GPS,CREATION_DATE_TIME_STAMP,CREATION_USER_ID,INTERFACE_SOURCE,UPDATE_DATE_TIME_STAMP,UPDATE_USER_ID,RECORD_ACTIVE_STATUS,URL_USED,REMARKS_REASON_OF_NON_ACTIVE,division_latitude,division_longitude
1,1,Muzaffarabad Division,,,,,,,,1,,,,
2,1,Poonch Division,,,,,,,,1,,,,
3,1,Mirpur Division,,,,,,,,1,,,,
4,2,Quetta Division,,,,,,,,1,,,,
5,2,Pishin Division,,,,,,,,1,,,,
6,2,Khuzdar Division,,,,,,,,1,,,,
7,2,Lasbela Division,,,,,,,,1,,,,
8,2,Makran Division,,,,,,,,1,,,,
9,2,Naseerabad Division,,,,,,,,1,,,,
10,2,Sibi Division,,,,,,,,1,,,,
11,2,Rakhshan Division,,,,,,,,1,,,,
12,2,Zhob Division,,,,,,,,1,,,,
13,2,Loralai Division,,,,,,,,1,,,,
14,2,Koh-e-Sulaiman Division,,,,,,,,1,,,,
15,3,DISPUTED TERRITORY,,,,,,,,1,,,,
16,4,FATA,,,,,,,,1,,,,
17,5,FEDERAL CAPITAL TERRITORY,,,,,,,,1,,,,
18,6,Gilgit Division,,,,,,,,1,,,,
19,6,Baltistan Division,,,,,,,,1,,,,
20,6,Diamer Division,,,,,,,,1,,,,
21,7,Peshawar Division,,,,,,,,1,,,,
22,7,Mardan Division,,,,,,,,1,,,,
23,7,Hazara Division,,,,,,,,1,,,,
24,7,Malakand Division,,,,,,,,1,,,,
25,7,Kohat Division,,,,,,,,1,,,,
26,7,Bannu Division,,,,,,,,1,,,,
27,7,Dera Ismail Khan Division,,,,,,,,1,,,,
28,8,Lahore Division,,,,,,,,1,,,,
29,8,Gujrat Division,,,,,,,,1,,,,
30,8,Gujranwala Division,,,,,,,,1,,,,
31,8,Faisalabad Division,,,,,,,,1,,,,
285,85,KHAWAZA KHELA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
286,85,MATTA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
287,86,TANK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
288,87,TORGHER,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
289,88,DIR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
290,88,SHARINGAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
291,88,WARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
292,89,ATTOCK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
293,89,FATEH JANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
294,89,HASSANABDAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
295,89,HAZRO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
296,89,JAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
297,89,PINDI GHEB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
298,90,BAHAWALNAGAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
299,90,CHISHTIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
300,90,FORT ABBAS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
301,90,HAROONABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
302,90,MINCHINABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
303,91,AHMADPUR EAST,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
304,91,BAHAWALPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
305,91,BAHAWALPUR CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
306,91,HASILPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
307,91,KHAIRPUR TAMEWALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
308,91,YAZMAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
309,92,BHAKKAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
310,92,DARYA KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
311,92,KALUR KOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
312,92,MANKERA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
313,93,CHAKWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
314,93,CHOA SAIDAN SHAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
315,93,KALLAR KAHAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
316,93,TALA GANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
317,94,BHAWANA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
318,94,CHINIOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
319,94,LALIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
320,95,DE-EXCLUDED AREA D.G.KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
321,95,DERA GHAZI KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
322,95,TAUNSA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
323,96,CHAK JHUMRA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
324,96,FAISALABAD CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
325,96,FAISALABAD SADDAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
326,96,JARANWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
327,96,SAMUNDARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
328,96,TANDLIANWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
329,97,GUJRANWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
330,97,GUJRANWALA CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
331,97,KAMOKE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
332,97,NOWSHERA VIRKHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
333,97,WAZIRABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
334,98,GUJRAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
335,98,KHARIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
336,98,SARAI ALAMGIR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
337,99,HAFIZABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
338,99,PINDI BHATTIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
339,100,18-HAZARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
340,100,AHMEDPUR SIAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
341,100,JHANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
342,100,SHORKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
343,101,DINA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
344,101,JHELUM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
345,101,PIND DADAN KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
346,101,SOHAWA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
347,102,CHUNIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
348,102,KASUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
349,102,KOT RADHA KISHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
350,102,PATTOKI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
351,103,JAHANIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
352,103,KABIRWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
353,103,KHANEWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
354,103,MIAN CHANNU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
355,104,KHUSHAB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
356,104,NOORPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
357,104,QAIDABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
358,105,LAHORE CANTT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
359,105,LAHORE CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
360,106,CHAUBARA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
361,106,KAROR LAL ESAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
362,106,LAYYAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
363,107,DUNYA PUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
364,107,KARORPACCA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
365,107,LODHRAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
366,108,MALAKWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
367,108,MANDI BAHAUDDIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
368,108,PHALIA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
369,109,ISAKHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
370,109,MIANWALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
371,109,PIPLAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
372,110,JALALPUR PIRWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
373,110,MULTAN CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
374,110,MULTAN SADDAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
375,110,SHUJABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
376,111,ALIPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
377,111,JATOI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
378,111,KOT ADDU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
379,111,MUZAFFARGARH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
380,112,NANKANA SAHAB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
381,112,SAFDARABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
382,112,SHAH KOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
383,112,SHANGLA HILL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
384,113,NAROWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
385,113,SHAKARGARH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
386,113,ZAFARWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
387,114,DEPALPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
388,114,OKARA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
389,114,RENALA KHURD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
390,115,ARIFWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
391,115,PAK PATTAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
392,116,KHAN PUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
393,116,LIAQAT PUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
394,116,RAHIM YAR KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
395,116,SADIQABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
396,117,DE-EXCLUDED AREA RAJANPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
397,117,JAMPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
398,117,RAJANPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
399,117,ROJHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
400,118,GUJAR KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
401,118,KAHUTA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
402,118,KALLAR SAYYEDAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
403,118,KOTLI SATTIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
404,118,MURREE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
405,118,RAWALPINDI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
406,118,TAXILA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
407,119,CHICHAWATNI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
408,119,SAHIWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
409,120,BHALWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
410,120,KOT MOMIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
411,120,SAHIWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
412,120,SARGODHA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
413,120,SHAHPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
414,120,SILLANWALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
415,121,FEROZEWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
416,121,MURIDKE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
417,121,SHARAK PUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
418,121,SHEIKHUPURA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
419,122,DASKA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
420,122,PASRUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
421,122,SAMBRIAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
422,122,SIALKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
423,123,GOJRA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
424,123,KAMALIA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
425,123,TOBA TEK SINGH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
426,124,BUREWALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
427,124,MAILSI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
428,124,VEHARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
429,125,Badin,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
430,125,Matli,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
431,125,Shaheed Fazal Rahu,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
432,125,Talhar,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
433,125,Tando Bago,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
434,126,DADU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
435,126,JOHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
436,126,KHAIRPUR NATHAN SHAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
437,126,MEHAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
438,127,DAHARKI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
439,127,GHOTKI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
440,127,KHANGARH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
441,127,MIRPUR MATHELO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
442,127,UBAURO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
443,128,HYDERABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
444,128,LATIFABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
445,128,QASIMABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
446,129,GARHI KHAIRO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
447,129,JACOBABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
448,129,THUL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
449,130,KOTRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
450,130,MANJAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
451,130,SEHWAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
452,130,THANO BULA KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
453,131,BALDIA TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
454,131,BIN QASIM TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
455,131,CLIFTON CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
456,131,FAISAL CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
457,131,GADAP TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
458,131,GULBERG TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
459,131,GULSHAN E IQBAL TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
460,131,JAMSHED TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
461,131,KARACHI CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
462,131,KIAMARI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
463,131,KORANGI CREEK CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
464,131,KORANGI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
465,131,LANDHI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
466,131,LIAQATABAD TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
467,131,LYARI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
468,131,MALIR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
469,131,MALIR CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
470,131,MANORA CANTONMENT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
471,131,N.NAZIMABAD TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
472,131,NEW KARACHI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
473,131,ORANGI TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
474,131,SADDAR TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
475,131,SHAH FAISAL TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
476,131,SITE TOWN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
477,132,KANDHKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
478,132,KASHMORE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
479,132,TANGWANI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
480,133,FAIZ GANJ,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
481,133,GAMBAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
482,133,KHAIRPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
483,133,KINGRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
484,133,KOT DIJI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
485,133,MIRWAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
486,133,NARA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
487,133,SOBHO DERO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
488,134,BAKRANI TALUKS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
489,134,DOKRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
490,134,LARKANA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
491,134,RATODERO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
492,135,HALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
493,135,MATIARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
494,135,SAEEDABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
495,136,DIGRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
496,136,HUSSAIN BUX MARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
497,136,JHUDO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
498,136,KOT GHULAM MUHAMMAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
499,136,MIRPURKHAS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
500,136,SINDHRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
501,137,BHIRIA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
502,137,KANDIARO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
503,137,MEHRABPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
504,137,MORO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
505,137,NAUSHAHRO FEROZE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
506,138,JAM NAWAZ ALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
507,138,KHIPRO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
508,138,SANGHAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
509,138,SHAHDADPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
510,138,SINJHORO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
511,138,TANDO ADAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
512,139,KAMBAR ALI KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
513,139,MIRO KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
514,139,NASIRABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
515,139,QUBO SAEED KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
516,139,SHAHDAD KOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
517,139,SIJAWAL JUNEJO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
518,139,WARAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
519,140,DAUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
520,140,KAZI AHMED,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
521,140,NAWABSHAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
522,140,SAKRAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
523,141,GARHI YASIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
524,141,KHANPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
525,141,LAKHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
526,141,SHIKARPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
527,142,JATI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
528,142,KHARO CHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
529,142,MIRPUR BATHORO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
530,142,SHAH BUNDER,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
531,142,SUJAWAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
532,143,NEW SUKKUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
533,143,PANO AQIL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
534,143,ROHRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
535,143,SALEHPAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
536,143,SUKKUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
537,144,CHAMBER,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
538,144,JHANDO MARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
539,144,TANDO ALLAH YAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
540,145,BULRI SHAH KARIM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
541,145,TANDO GULAM HYDER,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
542,145,TANDO MUHAMMAD KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
543,146,CHACHRO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
544,146,DIPLO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
545,146,MITHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
546,146,NAGAR PARKAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
547,147,GHORABARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
548,147,KETI BUNDER,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
549,147,MIRPUR SAKRO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
550,147,THATTA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
551,148,KUNRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
552,148,PITHORO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
553,148,SAMARO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
554,148,UMER KOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],
