DIVISION_ID,PROVINCE_ID,DIVISION_NAME,DIVISION_NAME_URDU,DIVISION_GPS,CREATION_DATE_TIME_STAMP,CREATION_USER_ID,INTERFACE_SOURCE,UPDATE_DATE_TIME_STAMP,UPDATE_USER_ID,RECORD_ACTIVE_STATUS,URL_USED,REMARKS_REASON_OF_NON_ACTIVE,division_latitude,division_longitude
1,1,Muzaffarabad Division,,,,,,,,1,,,,
2,1,Poonch Division,,,,,,,,1,,,,
3,1,Mirpur Division,,,,,,,,1,,,,
4,2,Quetta Division,,,,,,,,1,,,,
5,2,Pishin Division,,,,,,,,1,,,,
6,2,Khuzdar Division,,,,,,,,1,,,,
7,2,Lasbela Division,,,,,,,,1,,,,
8,2,Makran Division,,,,,,,,1,,,,
9,2,Naseerabad Division,,,,,,,,1,,,,
10,2,Sibi Division,,,,,,,,1,,,,
11,2,Rakhshan Division,,,,,,,,1,,,,
12,2,Zhob Division,,,,,,,,1,,,,
13,2,Loralai Division,,,,,,,,1,,,,
14,2,Koh-e-Sulaiman Division,,,,,,,,1,,,,
15,3,DISPUTED TERRITORY,,,,,,,,1,,,,
16,4,FATA,,,,,,,,1,,,,
17,5,FEDERAL CAPITAL TERRITORY,,,,,,,,1,,,,
18,6,Gilgit Division,,,,,,,,1,,,,
19,6,Baltistan Division,,,,,,,,1,,,,
20,6,Diamer Division,,,,,,,,1,,,,
21,7,Peshawar Division,,,,,,,,1,,,,
22,7,Mardan Division,,,,,,,,1,,,,
23,7,Hazara Division,,,,,,,,1,,,,
24,7,Malakand Division,,,,,,,,1,,,,
25,7,Kohat Division,,,,,,,,1,,,,
26,7,Bannu Division,,,,,,,,1,,,,
27,7,Dera Ismail Khan Division,,,,,,,,1,,,,
28,8,Lahore Division,,,,,,,,1,,,,
29,8,Gujrat Division,,,,,,,,1,,,,
30,8,Gujranwala Division,,,,,,,,1,,,,
31,8,Faisalabad Division,,,,,,,,1,,,,
151,5,Barshore,,,,,,,,,1,,[NULL],,
152,6,Wadh,,,,,,,,,1,,[NULL],,
153,6,Surab,,,,,,,,,1,,[NULL],,
154,7,Hub,,,,,,,,,1,,[NULL],,
155,9,Sohbatpur,,,,,,,,,1,,[NULL],,
156,9,Usta Muhammad,,,,,,,,,1,,[NULL],,
157,11,Taftan,,,,,,,,,1,,[NULL],,
158,13,Duki,,,,,,,,,1,,[NULL],,
159,18,Nagar,,,,,,,,,1,,[NULL],,
160,18,Gupis-Yasin,,,,,,,,,1,,[NULL],,
161,19,Shigar,,,,,,,,,1,,[NULL],,
162,19,Roundu,,,,,,,,,1,,[NULL],,
163,20,Darel,,,,,,,,,1,,[NULL],,
164,20,Tangir,,,,,,,,,1,,[NULL],,
165,21,Khyber,,,,,,,,,1,,[NULL],,
166,21,Mohmand,,,,,,,,,1,,[NULL],,
167,23,Kolai-Palas,,,,,,,,,1,,[NULL],,
168,23,Allai,,,,,,,,,1,,[NULL],,
169,24,Bajaur,,,,,,,,,1,,[NULL],,
170,25,Orakzai,,,,,,,,,1,,[NULL],,
171,25,Kurram,,,,,,,,,1,,[NULL],,
172,26,North Waziristan,,,,,,,,,1,,[NULL],,
173,27,Lower South Waziristan,,,,,,,,,1,,[NULL],,
174,27,Upper South Waziristan,,,,,,,,,1,,[NULL],,
175,29,Wazirabad,,,,,,,,,1,,[NULL],,
176,32,Murree,,,,,,,,,1,,[NULL],,
177,32,Talagang,,,,,,,,,1,,[NULL],,
178,37,Kot Addu,,,,,,,,,1,,[NULL],,
179,37,Taunsa Sharif,,,,,,,,,1,,[NULL],,
180,39,Karachi Central (Nazimabad),,,,,,,,,1,,[NULL],,
181,39,Karachi East (Gulshan),,,,,,,,,1,,[NULL],,
182,39,Karachi South,,,,,,,,,1,,[NULL],,
183,39,Karachi West (Orangi),,,,,,,,,1,,[NULL],,
184,39,Malir,,,,,,,,,1,,[NULL],,
185,39,Korangi,,,,,,,,,1,,[NULL],,
186,39,Keamari,,,,,,,,,1,,[NULL],,
TEHSIL_ID,DISTRICT_ID,TEHSIL_NAME,TEHSIL_NAME_URDU,TEHSIL_GPS,CREATION_DATE_TIME_STAMP,CREATION_USER_ID,INTERFACE_SOURCE,UPDATE_DATE_TIME_STAMP,UPDATE_USER_ID,RECORD_ACTIVE_STATUS,URL_USED,REMARKS_REASON_OF_NON_ACTIVE,tehsil_latitude,tehsil_longitude
1,1,BAGH,,,,,seed:pakistan_locations.json,,,1,,[NULL],71.46706691,33.9967624
2,1,DHEERKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],71.61096984,33.87306636
3,2,BARNALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],71.53538095,34.0045611
4,2,BHIMBER,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.24114021,25.2013407
5,2,SAMAHNI,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.39807934,24.86148835
6,3,HATTIAN BALA,,,,,seed:pakistan_locations.json,,,1,,[NULL],66.99696969,24.86845822
7,4,HAVELI,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.005688,24.91169284
8,5,KOTLI,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.0706464,24.93154433
9,5,NAKIAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.04683948,24.94288234
10,5,SEHNSA,,,,,seed:pakistan_locations.json,,,1,,[NULL],66.9887412,24.9539175
11,6,DUDYAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],66.95653616,24.94158134
12,6,MIRPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.18886298,24.95422163
13,7,MUZAFFARABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.20013374,24.89316763
14,8,ATHUMQAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.13494993,24.89196186
15,9,ABBASPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.15909369,24.87745719
16,9,HAJEERA,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.0167148,24.83344703
17,9,RAWALAKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],66.84269534,24.9052015
18,10,PALLANDARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.07032958,24.79365674
19,11,Awaran,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.11064848,24.79986366
20,11,Gishkore Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.13208435,24.83088693
21,11,Jhal Jhao,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.18581279,24.84418387
22,11,Jhal Jhao Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.03871795,24.90613762
23,11,Mashkai,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.05900019,24.86581217
24,12,Barkhan,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.10780275,24.9235662
25,13,Chagai Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.0454642,24.84633212
26,13,Dalbadin,,,,,seed:pakistan_locations.json,,,1,,[NULL],66.94515081,24.82360475
27,13,Naukandi,,,,,seed:pakistan_locations.json,,,1,,[NULL],67.0717398,24.98512475
28,13,Taftan,,,,,seed:pakistan_locations.json,,,1,,[NULL],72.49521072,30.66824575
29,14,Bekerh,,,,,seed:pakistan_locations.json,,,1,,[NULL],72.31468011,30.39903296
30,14,Dera Bughti,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
31,14,Loti Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
32,14,Malum,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
33,14,Phelawagh,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
34,14,Pir Koh,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
35,14,Sangsilla,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
36,14,Sui,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
37,15,Gwadar,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
38,15,Jiwani,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
39,15,Ormara,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
40,15,Pasni,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
41,15,Sunstar Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
42,16,Harnai,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
43,16,Khost,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
44,16,Shahrig,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
45,17,Ghandakha,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
46,17,Jhat Pat,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
47,17,SOHBATPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
48,17,Usta Muhammad,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
49,18,Gandawa,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
50,18,Jhal Magsi,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
51,18,Mirpur Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
52,19,Balanari Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
53,19,Dhadar,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
54,19,Khattan Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
55,19,Mach Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
56,19,Sanni Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
57,20,Gazg,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
58,20,Johan,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
59,20,Kalat,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
60,20,Mango Char,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
61,20,Surab,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
62,21,Balnigor,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
63,21,Buleda,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
64,21,Dasht,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
65,21,Hoshab,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
66,21,Kech,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
67,21,Mand,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
68,21,Tump,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
69,21,Zamuran,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
70,22,Kharan,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
71,23,Aranji Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
72,23,Karkah Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
73,23,Khuzdar,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
74,23,Moola Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
75,23,Nal Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
76,23,Ornach Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
77,23,Saroona Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
78,23,Wadh Sub,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
79,23,ZEHRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
80,24,CHAMAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
81,24,DOBANDI SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
82,24,GULISTAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
83,24,KILLA ABDULLAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
84,25,BADINI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
85,25,KAN MEHTARZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
86,25,KILLA SAIFULLAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
87,25,LOI BAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
88,25,MUSLIM BAGH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
89,25,SHINKAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
90,26,GIRSANI SUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
91,26,KAHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
92,26,KOHLU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
93,26,MAWAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
94,27,BELA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
95,27,DURJI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
96,27,GADDANI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
97,27,HUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
98,27,KANRAJ,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
99,27,LAKHRA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
100,27,LIARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
101,27,SONMIANI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
102,27,UTHAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
103,28,BHAG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
104,28,LEHRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
105,29,Duki,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
106,29,Loralai,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
107,29,Mekhtar,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
108,30,DASHT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
109,30,KHAD KOCHA SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
110,30,KIRDGAP SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
111,30,MASTUNG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
112,31,DRUG SUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
113,31,KINGRI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
114,31,MUSA KHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
115,32,BABA_KOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
116,32,CHATTAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
117,32,DERA_MURAD_JAMALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
118,32,TAMBOO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
119,33,DAK_,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
120,33,NUSHKI_,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
121,34,GICHK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
122,34,GOWARGO,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
123,34,PANJGUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
124,34,PAROME,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
125,35,BARSHORE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
126,35,HURAMZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
127,35,KAREZAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
128,35,PISHIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
129,35,SARANAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
130,36,PANJ PAI SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
131,36,QUETTA CITY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
132,36,QUETTA SADDAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
133,37,SHEERANI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
134,38,KUT MANDAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
135,38,SANGAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
136,38,SIBI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
137,39,BESIMA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
138,39,MASHKHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
139,39,NAG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
140,39,SHAHDO GARHI SUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
141,39,WASHUK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
142,40,ASHWAT SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
143,40,KASHATOO SUB-,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
144,40,QAMAR DIN KAREZ,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
145,40,SAMBAZA SUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
146,40,ZHOB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
147,41,SINJAWI SUB,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
148,41,ZIARAT SUB DIVISION,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
149,42,DISPUTED TERRITORY,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
150,43,BAR CHAMARKAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
151,43,BARANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
152,43,KHAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
153,43,MAMUND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
154,43,NAWAGAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
155,43,SALARZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
156,43,UTMAN KHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
157,44,FR BANNU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
158,45,FR D.I.KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
159,46,FR KOHAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
160,47,FR LAKKI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
161,48,FR PESHAWAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
162,49,FR TANK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
163,50,BARA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
164,50,JAMRUD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
165,50,LANDI KOTAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
166,51,CENTRAL KURRAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
167,51,LOWER KURRAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
168,51,UPPER KURRAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
169,52,AMBAR UTMAN KHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
170,52,HALIMZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
171,52,PINDIALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
172,52,PRANG GHAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
173,52,SAFI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
174,52,UPPER MOMAND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
175,52,YAKA GHUND,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
176,53,DATA KHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
177,53,DOSSALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
178,53,GARYUM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
179,53,GHULAM KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
180,53,MIR ALI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
181,53,MIRAN SHAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
182,53,RAZMAK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
183,53,SHEWA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
184,53,SPINWAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
185,54,CENTRAL ORAKZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
186,54,ISMAILZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
187,54,LOWER ORAKZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
188,54,UPPER ORAKZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
189,55,BIRMAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
190,55,LADHA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
191,55,MAKIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
192,55,SARAOGHA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
193,55,SERWEKAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
194,55,TIARZA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
195,55,TOI KHULLA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
196,55,WANA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
197,56,ISLAMABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
198,57,ASTORE,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
199,58,CHILAS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
200,58,DAREL TANGIR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
201,59,KHAPLU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
202,59,MASHABRUM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
203,60,GUPIS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
204,60,ISHKOMEN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
205,60,PUNIAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
206,60,YASIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
207,61,GILGIT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
208,62,ALIABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
209,62,GOJAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
210,62,NAGAR-I,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
211,62,NAGAR-II,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
212,63,GULTARI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
213,63,KHARMANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
214,63,RONDU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
215,63,SHIGAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
216,63,SKARDU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
217,64,ABBOTTABAD,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
218,64,HAVELIAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
219,65,BANNU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
220,65,DOMEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
221,66,ALAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
222,66,BATAGRAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
223,67,DAGGAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
224,67,GAGRA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
225,67,KHADO KHEL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
226,68,CHARSADDA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
227,68,SHABQADAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
228,68,TANGI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
229,69,CHITRAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
230,69,MASTUJ,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
231,70,D.I.KHAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
232,70,DARABAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
233,70,KULACHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
234,70,PAHARPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
235,70,PAROA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
236,71,HANGU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
237,71,TALL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
238,72,GHAZI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
239,72,HARIPUR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
240,73,BANDA DAUD SHAH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
241,73,KARAK,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
242,73,TAKHT E NASRATI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
243,74,KOHAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
244,74,LACHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
245,75,DASSU,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
246,75,KANDIA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
247,75,PALAS,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
248,75,PATTAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
249,76,LAKKI MARWAT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
250,76,NAURANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
251,77,ADENZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
252,77,LALQILLA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
253,77,MUNDA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
254,77,SAMARBAGH(BARWA),,,,,seed:pakistan_locations.json,,,1,,[NULL],,
255,77,TEMERGARA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
256,78,SAM RANIZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
257,78,SWAT RANIZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
258,79,BALAKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
259,79,MANSEHRA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
260,79,OGHI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
261,80,KATLANG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
262,80,MARDAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
263,80,TAKHT BHAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
264,81,NOWSHERA,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
265,81,PABBI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
266,82,Peshawar Cantonment,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
267,82,Peshawar I,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
268,82,Peshawar II,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
269,82,Peshawar III,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
270,82,Peshawar IV,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
271,83,ALPURI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
272,83,BISHAM,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
273,83,CHIKSAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
274,83,MARTUNG,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
275,83,PURAN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
276,84,LAHOR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
277,84,RAZAR,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
278,84,SWABI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
279,84,TOPI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
280,85,BABUZAI,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
281,85,BAHRAIN,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
282,85,BARIKOT,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
283,85,CHARBAGH,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
284,85,KABAL,,,,,seed:pakistan_locations.json,,,1,,[NULL],,
